ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,MaxW,MaxL,AvgW,AvgL
10,Buenos Aires,Argentina Open,2/13/18,ATP250,Outdoor,Clay,1st Round,3,Elias G.,Carballes Baena R.,114,76,502,728,6,2,6,4,,,,,,,2,0,Completed,2.1,1.66,2,1.72,2.1,1.73,2.06,1.84,2.17,1.87,2.02,1.79
10,Buenos Aires,Argentina Open,2/13/18,ATP250,Outdoor,Clay,1st Round,3,Zeballos H.,Cecchinato M.,66,102,768,543,6,1,6,4,,,,,,,2,0,Completed,1.66,2.1,1.65,2.1,1.73,2.1,1.78,2.14,1.8,2.3,1.73,2.1
10,Buenos Aires,Argentina Open,2/13/18,ATP250,Outdoor,Clay,1st Round,3,Schwartzman D.,Haider-Maurer A.,24,418,1810,91,6,4,6,3,,,,,,,2,0,Completed,1.06,10,1.05,7.75,1.06,9,1.06,11.49,1.08,11.5,1.06,9.84
10,Buenos Aires,Argentina Open,2/14/18,ATP250,Outdoor,Clay,2nd Round,3,Pella G.,Verdasco F.,59,40,864,1260,6,2,6,4,,,,,,,2,0,Completed,2.5,1.5,2.35,1.53,2.37,1.57,2.5,1.6,2.58,1.65,2.39,1.58
10,Buenos Aires,Argentina Open,2/14/18,ATP250,Outdoor,Clay,2nd Round,3,Bedene A.,Ramos-Vinolas A.,51,20,968,1985,3,6,7,5,6,1,,,,,2,1,Completed,2,1.72,2,1.72,2.1,1.73,2.05,1.86,2.18,1.91,2.04,1.77
10,Buenos Aires,Argentina Open,2/14/18,ATP250,Outdoor,Clay,2nd Round,3,Schwartzman D.,Bellucci T.,24,137,1810,431,3,6,6,3,6,2,,,,,2,1,Completed,1.22,4,1.23,3.75,1.25,4,1.27,4.18,1.3,4.3,1.26,3.84
10,Buenos Aires,Argentina Open,2/15/18,ATP250,Outdoor,Clay,2nd Round,3,Thiem D.,Zeballos H.,6,66,4060,768,6,4,6,3,,,,,,,2,0,Completed,1.16,5,1.14,5,1.14,5.5,1.17,5.91,1.21,6.2,1.15,5.39
10,Buenos Aires,Argentina Open,2/15/18,ATP250,Outdoor,Clay,2nd Round,3,Garcia-Lopez G.,Carreno Busta P.,69,10,755,2705,7,6,1,6,7,6,,,,,2,1,Completed,2.5,1.5,2.5,1.47,2.5,1.53,2.63,1.55,2.88,1.57,2.57,1.51
10,Buenos Aires,Argentina Open,2/15/18,ATP250,Outdoor,Clay,2nd Round,3,Delbonis F.,Elias G.,70,114,755,502,7,6,7,6,,,,,,,2,0,Completed,1.57,2.25,1.57,2.25,1.61,2.25,1.65,2.38,1.73,2.4,1.63,2.27
10,Buenos Aires,Argentina Open,2/15/18,ATP250,Outdoor,Clay,2nd Round,3,Monfils G.,Lajovic D.,43,88,1175,652,6,4,6,3,,,,,,,2,0,Completed,1.36,3,1.37,2.85,1.4,3,1.39,3.27,1.44,3.4,1.38,3.05
10,Buenos Aires,Argentina Open,2/16/18,ATP250,Outdoor,Clay,2nd Round,3,Mayer L.,Fognini F.,50,22,974,1850,6,3,6,3,,,,,,,2,0,Completed,2.25,1.57,2.25,1.57,2.25,1.61,2.43,1.63,2.54,1.65,2.32,1.6
10,Buenos Aires,Argentina Open,2/16/18,ATP250,Outdoor,Clay,Quarterfinals,3,Delbonis F.,Garcia-Lopez G.,70,69,755,755,6,3,7,5,,,,,,,2,0,Completed,1.66,2.2,1.62,2.15,1.67,2.2,1.72,2.27,1.74,2.37,1.67,2.2
10,Buenos Aires,Argentina Open,2/16/18,ATP250,Outdoor,Clay,Quarterfinals,3,Bedene A.,Schwartzman D.,51,24,968,1810,6,4,6,4,,,,,,,2,0,Completed,2.75,1.44,2.65,1.42,2.75,1.44,2.83,1.5,3.08,1.56,2.69,1.47
10,Buenos Aires,Argentina Open,2/16/18,ATP250,Outdoor,Clay,Quarterfinals,3,Monfils G.,Mayer L.,43,50,1175,974,6,4,3,6,6,3,,,,,2,1,Completed,1.5,2.62,1.47,2.5,1.53,2.5,1.56,2.65,1.6,2.7,1.51,2.57
10,Buenos Aires,Argentina Open,2/17/18,ATP250,Outdoor,Clay,Quarterfinals,3,Thiem D.,Pella G.,6,59,4060,864,7,6,6,4,,,,,,,2,0,Completed,1.28,3.75,1.27,3.45,1.28,3.5,1.35,3.6,1.35,4,1.3,3.57
10,Buenos Aires,Argentina Open,2/17/18,ATP250,Outdoor,Clay,Semifinals,3,Bedene A.,Delbonis F.,51,70,968,755,6,4,2,6,6,1,,,,,2,1,Completed,1.61,2.3,1.57,2.25,1.61,2.25,1.62,2.48,1.67,2.48,1.61,2.34
10,Buenos Aires,Argentina Open,2/17/18,ATP250,Outdoor,Clay,Semifinals,3,Thiem D.,Monfils G.,6,43,4060,1175,6,2,6,1,,,,,,,2,0,Completed,1.36,3.25,1.38,2.8,1.44,2.75,1.4,3.3,1.48,3.44,1.42,2.88
10,Buenos Aires,Argentina Open,2/18/18,ATP250,Outdoor,Clay,The Final,3,Thiem D.,Bedene A.,6,51,4060,968,6,2,6,4,,,,,,,2,0,Completed,1.2,4.5,1.18,4.3,1.2,4.5,1.21,5.21,1.25,5.35,1.2,4.62
11,New York,New York Open,2/12/18,ATP250,Indoor,Hard,1st Round,3,Sela D.,Basilashvili N.,100,61,550,836,6,4,6,4,,,,,,,2,0,Completed,2,1.72,2,1.72,2.2,1.67,1.98,1.91,2.2,1.91,2.01,1.8
11,New York,New York Open,2/12/18,ATP250,Indoor,Hard,1st Round,3,Karlovic I.,Donaldson J.,89,58,635,878,6,4,7,6,,,,,,,2,0,Completed,1.66,2.1,1.65,2.1,1.67,2.2,1.71,2.24,1.71,2.44,1.64,2.25
11,New York,New York Open,2/13/18,ATP250,Indoor,Hard,1st Round,3,Harrison R.,Young D.,44,65,1105,781,6,3,7,6,,,,,,,2,0,Completed,1.4,2.75,1.4,2.75,1.4,2.75,1.43,3.01,1.5,3.22,1.41,2.87
11,New York,New York Open,2/13/18,ATP250,Indoor,Hard,1st Round,3,Tiafoe F.,Korda S.,98,873,569,16,4,6,6,4,6,2,,,,,2,1,Completed,1.16,5,1.15,4.75,1.17,5,1.16,5.94,1.23,6.2,1.15,5.25
11,New York,New York Open,2/13/18,ATP250,Indoor,Hard,1st Round,3,Menendez-Maceiras A.,Johnson S.,128,49,446,975,1,6,6,3,7,6,,,,,2,1,Completed,3.25,1.33,3.2,1.3,3.5,1.3,3.5,1.34,3.65,1.36,3.41,1.31
11,New York,New York Open,2/13/18,ATP250,Indoor,Hard,1st Round,3,Albot R.,Fratangelo B.,91,109,608,523,6,4,6,3,,,,,,,2,0,Completed,2.25,1.57,2.2,1.6,2.2,1.67,2.22,1.73,2.39,1.74,2.22,1.66
11,New York,New York Open,2/13/18,ATP250,Indoor,Hard,1st Round,3,Gojowczyk P.,Kavcic B.,63,108,816,526,6,4,6,2,,,,,,,2,0,Completed,1.2,4.33,1.21,3.95,1.25,4,1.24,4.47,1.26,4.65,1.22,4.21
11,New York,New York Open,2/13/18,ATP250,Indoor,Hard,1st Round,3,Chardy J.,Travaglia S.,95,132,580,444,4,6,7,6,6,4,,,,,2,1,Completed,1.53,2.37,1.57,2.25,1.61,2.25,1.62,2.43,1.71,2.43,1.63,2.28
11,New York,New York Open,2/13/18,ATP250,Indoor,Hard,1st Round,3,Donskoy E.,Estrella Burgos V.,72,139,739,412,7,5,6,1,,,,,,,2,0,Completed,1.18,4.5,1.2,4.1,1.2,4.5,1.24,4.5,1.29,4.8,1.21,4.37
11,New York,New York Open,2/14/18,ATP250,Indoor,Hard,1st Round,3,Nishikori K.,Rubin N.,27,232,1655,223,7,5,6,3,,,,,,,2,0,Completed,1.16,5,1.13,5.2,1.14,5.5,1.15,6.28,1.18,6.55,1.14,5.69
11,New York,New York Open,2/14/18,ATP250,Indoor,Hard,1st Round,3,Youzhny M.,Ebden M.,94,79,592,697,3,6,6,3,6,4,,,,,2,1,Completed,1.8,1.9,1.8,1.9,1.91,1.91,1.85,2.05,2.04,2.05,1.85,1.95
11,New York,New York Open,2/14/18,ATP250,Indoor,Hard,1st Round,3,Escobedo E.,Mcdonald M.,131,146,444,392,4,6,6,3,7,6,,,,,2,1,Completed,2.2,1.61,2.2,1.6,2.2,1.67,2.35,1.66,2.4,1.73,2.24,1.65
11,New York,New York Open,2/14/18,ATP250,Indoor,Hard,2nd Round,3,Mannarino A.,Gojowczyk P.,25,63,1670,816,6,7,7,5,4,1,,,,,1,1,Retired,1.83,1.83,1.85,1.85,1.91,1.91,1.94,1.96,2,2,1.89,1.9
11,New York,New York Open,2/14/18,ATP250,Indoor,Hard,2nd Round,3,Menendez-Maceiras A.,Chardy J.,128,95,446,580,7,5,7,6,,,,,,,2,0,Completed,3.5,1.28,3.2,1.3,3.4,1.33,3.6,1.34,3.6,1.4,3.38,1.32
11,New York,New York Open,2/15/18,ATP250,Indoor,Hard,2nd Round,3,Albot R.,Isner J.,91,18,608,2230,7,6,3,6,6,3,,,,,2,1,Completed,4.5,1.2,4.2,1.19,4.5,1.2,4.65,1.24,5.05,1.25,4.49,1.2
11,New York,New York Open,2/15/18,ATP250,Indoor,Hard,2nd Round,3,Nishikori K.,Donskoy E.,27,72,1655,739,6,2,6,4,,,,,,,2,0,Completed,1.22,4,1.22,3.85,1.25,4,1.25,4.42,1.3,4.55,1.24,4.03
11,New York,New York Open,2/15/18,ATP250,Indoor,Hard,2nd Round,3,Tiafoe F.,Sela D.,98,100,569,550,6,4,3,6,6,0,,,,,2,1,Completed,1.66,2.1,1.65,2.1,1.73,2.1,1.65,2.38,1.8,2.38,1.69,2.15
11,New York,New York Open,2/15/18,ATP250,Indoor,Hard,2nd Round,3,Karlovic I.,Harrison R.,89,44,635,1105,6,4,6,4,,,,,,,2,0,Completed,2,1.72,1.95,1.75,2,1.8,2.08,1.84,2.11,1.87,2,1.8
11,New York,New York Open,2/15/18,ATP250,Indoor,Hard,2nd Round,3,Anderson K.,Escobedo E.,11,131,2620,444,3,6,6,4,7,6,,,,,2,1,Completed,1.2,4.5,1.19,4.2,,,1.23,4.77,1.25,5.05,1.2,4.52
11,New York,New York Open,2/16/18,ATP250,Indoor,Hard,2nd Round,3,Querrey S.,Youzhny M.,12,94,2490,592,6,4,6,3,,,,,,,2,0,Completed,1.3,3.4,1.3,3.2,1.33,3.4,1.39,3.28,1.39,3.72,1.33,3.29
11,New York,New York Open,2/16/18,ATP250,Indoor,Hard,Quarterfinals,3,Mannarino A.,Menendez-Maceiras A.,25,128,1670,446,7,5,2,6,6,3,,,,,2,1,Completed,1.2,4.5,1.19,4.2,1.22,4.33,1.23,4.77,1.25,5,1.21,4.46
11,New York,New York Open,2/16/18,ATP250,Indoor,Hard,Quarterfinals,3,Querrey S.,Karlovic I.,12,89,2490,635,7,6,7,6,,,,,,,2,0,Completed,1.66,2.2,1.62,2.15,1.67,2.2,1.65,2.41,1.8,2.41,1.7,2.16
11,New York,New York Open,2/17/18,ATP250,Indoor,Hard,Quarterfinals,3,Nishikori K.,Albot R.,27,91,1655,608,4,6,6,3,6,1,,,,,2,1,Completed,1.11,6.5,1.1,5.9,1.12,6,1.12,7.79,1.15,8,1.11,6.61
11,New York,New York Open,2/17/18,ATP250,Indoor,Hard,Quarterfinals,3,Anderson K.,Tiafoe F.,11,98,2620,569,6,3,5,7,6,4,,,,,2,1,Completed,1.36,3.25,1.33,3.05,1.36,3.25,1.38,3.41,1.39,3.45,1.35,3.19
11,New York,New York Open,2/17/18,ATP250,Indoor,Hard,Semifinals,3,Querrey S.,Mannarino A.,12,25,2490,1670,6,7,7,5,6,3,,,,,2,1,Completed,1.66,2.2,1.62,2.15,1.61,2.25,1.69,2.33,1.77,2.4,1.67,2.21
11,New York,New York Open,2/18/18,ATP250,Indoor,Hard,Semifinals,3,Anderson K.,Nishikori K.,11,27,2620,1655,6,1,3,6,7,6,,,,,2,1,Completed,2.37,1.57,2.3,1.55,2.37,1.57,2.31,1.7,2.5,1.73,2.28,1.63
11,New York,New York Open,2/18/18,ATP250,Indoor,Hard,The Final,3,Anderson K.,Querrey S.,11,12,2620,2490,4,6,6,3,7,6,,,,,2,1,Completed,1.8,2,1.72,2,1.73,2.1,1.77,2.2,1.8,2.21,1.75,2.09
12,Rotterdam,ABN AMRO World Tennis Tournament,2/12/18,ATP500,Indoor,Hard,1st Round,3,Lopez F.,Klizan M.,37,150,1295,376,6,3,7,6,,,,,,,2,0,Completed,2,1.72,1.95,1.75,2,1.8,2.07,1.83,2.18,1.87,2.01,1.79
12,Rotterdam,ABN AMRO World Tennis Tournament,2/12/18,ATP500,Indoor,Hard,1st Round,3,Berdych T.,Zverev M.,17,53,2320,952,7,5,6,3,,,,,,,2,0,Completed,1.16,5,1.15,4.75,1.17,5,1.17,5.62,1.2,5.88,1.16,5.16
12,Rotterdam,ABN AMRO World Tennis Tournament,2/12/18,ATP500,Indoor,Hard,1st Round,3,Zverev A.,Ferrer D.,4,39,4450,1280,6,4,6,3,,,,,,,2,0,Completed,1.36,3,1.33,3.05,1.36,3.25,1.32,3.66,1.38,3.8,1.33,3.28
12,Rotterdam,ABN AMRO World Tennis Tournament,2/12/18,ATP500,Indoor,Hard,1st Round,3,Seppi A.,Sousa J.,81,68,686,755,6,4,1,6,6,2,,,,,2,1,Completed,1.8,1.9,1.75,1.95,1.8,2,1.8,2.11,1.94,2.15,1.78,2.02
12,Rotterdam,ABN AMRO World Tennis Tournament,2/13/18,ATP500,Indoor,Hard,1st Round,3,Kohlschreiber P.,Khachanov K.,36,48,1335,1030,3,6,7,6,7,6,,,,,2,1,Completed,2.37,1.53,2.3,1.55,2.25,1.61,2.24,1.71,2.62,1.74,2.32,1.61
12,Rotterdam,ABN AMRO World Tennis Tournament,2/13/18,ATP500,Indoor,Hard,1st Round,3,Troicki V.,Struff J.L.,67,56,755,905,1,6,7,6,6,2,,,,,2,1,Completed,2.2,1.61,2.2,1.6,2.2,1.67,2.33,1.67,2.43,1.75,2.26,1.64
12,Rotterdam,ABN AMRO World Tennis Tournament,2/13/18,ATP500,Indoor,Hard,1st Round,3,Medvedev D.,Muller G.,57,28,894,1535,6,4,7,6,,,,,,,2,0,Completed,1.72,2,1.85,1.85,1.91,1.91,1.9,1.99,1.91,2.1,1.84,1.96
12,Rotterdam,ABN AMRO World Tennis Tournament,2/13/18,ATP500,Indoor,Hard,1st Round,3,Goffin D.,Mahut N.,7,101,3400,547,6,1,6,3,,,,,,,2,0,Completed,1.12,6,1.13,5.2,1.17,5,1.15,6.16,1.18,6.25,1.14,5.66
12,Rotterdam,ABN AMRO World Tennis Tournament,2/13/18,ATP500,Indoor,Hard,1st Round,3,Griekspoor T.,Wawrinka S.,259,13,197,2475,4,6,6,3,6,2,,,,,2,1,Completed,7,1.1,5.6,1.11,5.5,1.14,6.81,1.13,7,1.15,6.4,1.12
12,Rotterdam,ABN AMRO World Tennis Tournament,2/13/18,ATP500,Indoor,Hard,1st Round,3,Krajinovic F.,Auger-Aliassime F.,38,168,1283,327,6,2,3,6,7,5,,,,,2,1,Completed,1.57,2.25,1.57,2.25,1.61,2.25,1.7,2.27,1.71,2.39,1.65,2.24
12,Rotterdam,ABN AMRO World Tennis Tournament,2/14/18,ATP500,Indoor,Hard,1st Round,3,Herbert P.H.,Gasquet R.,80,33,690,1375,3,1,,,,,,,,,0,0,Retired,3,1.36,3.05,1.33,3,1.4,3.27,1.38,3.5,1.44,3.14,1.36
12,Rotterdam,ABN AMRO World Tennis Tournament,2/14/18,ATP500,Indoor,Hard,1st Round,3,Rublev A.,Pouille L.,34,16,1355,2335,7,5,6,4,,,,,,,2,0,Completed,1.72,2,1.75,1.95,1.8,2,1.87,2.02,1.92,2.1,1.81,2
12,Rotterdam,ABN AMRO World Tennis Tournament,2/14/18,ATP500,Indoor,Hard,1st Round,3,Dzumhur D.,Copil M.,29,74,1490,731,6,4,6,4,,,,,,,2,0,Completed,1.4,2.75,1.45,2.55,1.5,2.62,1.56,2.56,1.58,2.77,1.48,2.63
12,Rotterdam,ABN AMRO World Tennis Tournament,2/14/18,ATP500,Indoor,Hard,1st Round,3,Haase R.,De Bakker T.,42,352,1175,121,6,2,6,2,,,,,,,2,0,Completed,1.4,2.75,1.4,2.75,1.44,2.75,1.43,3.01,1.5,3.1,1.4,2.91
12,Rotterdam,ABN AMRO World Tennis Tournament,2/14/18,ATP500,Indoor,Hard,1st Round,3,Dimitrov G.,Sugita Y.,5,41,4425,1235,6,4,7,6,,,,,,,2,0,Completed,1.22,4,1.21,3.95,1.22,4.33,1.24,4.46,1.26,4.7,1.22,4.27
12,Rotterdam,ABN AMRO World Tennis Tournament,2/14/18,ATP500,Indoor,Hard,1st Round,3,Federer R.,Bemelmans R.,2,116,9605,498,6,1,6,2,,,,,,,2,0,Completed,1.03,15,1.02,10,1.03,12,1.03,16.83,1.04,17.54,1.03,13.66
12,Rotterdam,ABN AMRO World Tennis Tournament,2/14/18,ATP500,Indoor,Hard,2nd Round,3,Goffin D.,Lopez F.,7,37,3400,1295,6,1,6,3,,,,,,,2,0,Completed,1.2,4.5,1.17,4.4,1.17,5,1.19,5.42,1.22,5.8,1.18,4.94
12,Rotterdam,ABN AMRO World Tennis Tournament,2/14/18,ATP500,Indoor,Hard,2nd Round,3,Berdych T.,Troicki V.,17,67,2320,755,6,1,6,2,,,,,,,2,0,Completed,1.2,4.5,1.19,4.2,1.22,4.33,1.22,4.91,1.24,5.05,1.2,4.51
12,Rotterdam,ABN AMRO World Tennis Tournament,2/14/18,ATP500,Indoor,Hard,2nd Round,3,Seppi A.,Zverev A.,81,4,686,4450,6,4,6,3,,,,,,,2,0,Completed,5,1.16,4.4,1.17,4.5,1.2,5.76,1.18,5.95,1.22,5,1.17
12,Rotterdam,ABN AMRO World Tennis Tournament,2/15/18,ATP500,Indoor,Hard,2nd Round,3,Rublev A.,Dzumhur D.,34,29,1355,1490,6,4,7,6,,,,,,,2,0,Completed,1.4,2.75,1.38,2.8,1.4,3,1.43,3.1,1.47,3.16,1.42,2.87
12,Rotterdam,ABN AMRO World Tennis Tournament,2/15/18,ATP500,Indoor,Hard,2nd Round,3,Medvedev D.,Herbert P.H.,57,80,894,690,3,6,7,6,6,4,,,,,2,1,Completed,1.53,2.37,1.53,2.35,1.53,2.5,1.58,2.56,1.6,2.65,1.54,2.48
12,Rotterdam,ABN AMRO World Tennis Tournament,2/15/18,ATP500,Indoor,Hard,2nd Round,3,Dimitrov G.,Krajinovic F.,5,38,4425,1283,7,6,7,5,,,,,,,2,0,Completed,1.16,5,1.15,4.75,1.17,5,1.17,5.8,1.19,6.25,1.16,5.22
12,Rotterdam,ABN AMRO World Tennis Tournament,2/15/18,ATP500,Indoor,Hard,2nd Round,3,Federer R.,Kohlschreiber P.,2,36,9605,1335,7,6,7,5,,,,,,,2,0,Completed,1.04,13,1.03,9,1.05,10,1.05,13.82,1.06,14.75,1.04,11.36
12,Rotterdam,ABN AMRO World Tennis Tournament,2/15/18,ATP500,Indoor,Hard,2nd Round,3,Haase R.,Griekspoor T.,42,259,1175,197,6,4,6,0,,,,,,,2,0,Completed,1.22,4,1.22,3.85,1.25,4,1.26,4.3,1.28,4.55,1.24,4.09
12,Rotterdam,ABN AMRO World Tennis Tournament,2/16/18,ATP500,Indoor,Hard,Quarterfinals,3,Goffin D.,Berdych T.,7,17,3400,2320,,,,,,,,,,,,,Walkover,1.66,2.2,1.62,2.15,1.67,2.2,1.72,2.27,1.77,2.3,1.7,2.17
12,Rotterdam,ABN AMRO World Tennis Tournament,2/16/18,ATP500,Indoor,Hard,Quarterfinals,3,Dimitrov G.,Rublev A.,5,34,4425,1355,6,3,6,4,,,,,,,2,0,Completed,1.44,2.75,1.42,2.65,1.44,2.75,1.5,2.82,1.53,2.88,1.47,2.71
12,Rotterdam,ABN AMRO World Tennis Tournament,2/16/18,ATP500,Indoor,Hard,Quarterfinals,3,Federer R.,Haase R.,2,42,9605,1175,4,6,6,1,6,1,,,,,2,1,Completed,1.06,10,1.04,8.5,1.05,10,1.05,14.37,1.09,14.75,1.05,10.58
12,Rotterdam,ABN AMRO World Tennis Tournament,2/16/18,ATP500,Indoor,Hard,Quarterfinals,3,Seppi A.,Medvedev D.,81,57,686,894,7,6,4,6,6,3,,,,,2,1,Completed,2,1.8,1.95,1.75,2,1.8,2.11,1.83,2.11,1.87,2.01,1.8
12,Rotterdam,ABN AMRO World Tennis Tournament,2/17/18,ATP500,Indoor,Hard,Semifinals,3,Dimitrov G.,Goffin D.,5,7,4425,3400,6,3,0,1,,,,,,,1,0,Retired,1.61,2.3,1.6,2.2,1.61,2.25,1.63,2.47,1.69,2.47,1.64,2.27
12,Rotterdam,ABN AMRO World Tennis Tournament,2/17/18,ATP500,Indoor,Hard,Semifinals,3,Federer R.,Seppi A.,2,81,9605,686,6,3,7,6,,,,,,,2,0,Completed,1.05,11,1.03,9,1.05,10,1.05,14.37,1.07,15,1.05,10.75
12,Rotterdam,ABN AMRO World Tennis Tournament,2/18/18,ATP500,Indoor,Hard,The Final,3,Federer R.,Dimitrov G.,2,5,9605,4425,6,2,6,2,,,,,,,2,0,Completed,1.25,4,1.24,3.65,1.25,4,1.29,4.1,1.31,4.22,1.27,3.83
13,Delray Beach,Delray Beach Open,2/19/18,ATP250,Outdoor,Hard,1st Round,3,Chung H.,Norrie C.,30,115,1472,503,3,6,6,3,6,1,,,,,2,1,Completed,1.25,3.75,1.22,3.85,1.25,4,1.27,4.13,1.3,4.45,1.26,3.79
13,Delray Beach,Delray Beach Open,2/19/18,ATP250,Outdoor,Hard,1st Round,3,Young D.,Ramanathan R.,75,140,701,405,6,1,6,2,,,,,,,2,0,Completed,1.53,2.37,1.57,2.25,1.61,2.25,1.58,2.51,1.68,2.52,1.6,2.35
13,Delray Beach,Delray Beach Open,2/19/18,ATP250,Outdoor,Hard,1st Round,3,Tiafoe F.,Ebden M.,91,88,614,640,6,2,2,6,6,2,,,,,2,1,Completed,1.66,2.1,1.65,2.1,1.73,2.1,1.74,2.2,1.77,2.28,1.7,2.14
13,Delray Beach,Delray Beach Open,2/20/18,ATP250,Outdoor,Hard,1st Round,3,Sock J.,Smith J.P.,8,225,2880,233,6,4,6,4,,,,,,,2,0,Completed,1.3,3.4,1.27,3.45,1.3,3.5,1.31,3.76,1.36,4.1,1.3,3.49
13,Delray Beach,Delray Beach Open,2/20/18,ATP250,Outdoor,Hard,1st Round,3,Isner J.,Albot R.,18,87,2205,643,5,7,6,3,6,4,,,,,2,1,Completed,1.28,3.5,1.27,3.45,1.3,3.5,1.31,3.78,1.38,4,1.29,3.58
13,Delray Beach,Delray Beach Open,2/20/18,ATP250,Outdoor,Hard,1st Round,3,Opelka R.,Harrison R.,228,58,231,875,7,6,7,6,,,,,,,2,0,Completed,2.62,1.44,2.75,1.4,2.75,1.44,3.03,1.43,3.1,1.5,2.83,1.43
13,Delray Beach,Delray Beach Open,2/20/18,ATP250,Outdoor,Hard,1st Round,3,Gojowczyk P.,Lacko L.,64,98,821,561,3,6,7,5,6,1,,,,,2,1,Completed,1.57,2.25,1.57,2.25,1.61,2.25,1.58,2.51,1.65,2.6,1.57,2.4
13,Delray Beach,Delray Beach Open,2/20/18,ATP250,Outdoor,Hard,1st Round,3,Johnson S.,Basilashvili N.,51,77,975,686,6,3,6,4,,,,,,,2,0,Completed,1.4,2.75,1.42,2.65,1.44,2.75,1.46,2.9,1.51,2.9,1.45,2.75
13,Delray Beach,Delray Beach Open,2/20/18,ATP250,Outdoor,Hard,1st Round,3,Skugor F.,Bublik A.,303,131,161,446,6,2,7,5,,,,,,,2,0,Completed,2,1.72,2,1.72,2.2,1.67,2.13,1.79,2.2,1.83,2.08,1.75
13,Delray Beach,Delray Beach Open,2/20/18,ATP250,Outdoor,Hard,1st Round,3,Raonic M.,Daniel T.,32,105,1400,539,6,1,7,5,,,,,,,2,0,Completed,1.16,5,1.14,5,1.17,5,1.14,6.5,1.18,6.5,1.15,5.51
13,Delray Beach,Delray Beach Open,2/20/18,ATP250,Outdoor,Hard,1st Round,3,Donaldson J.,Polansky P.,57,143,878,393,7,6,6,1,,,,,,,2,0,Completed,1.36,3,1.33,3.05,1.36,3.25,1.38,3.29,1.4,3.35,1.36,3.14
13,Delray Beach,Delray Beach Open,2/20/18,ATP250,Outdoor,Hard,1st Round,3,Donskoy E.,King D.,76,188,694,287,6,4,6,2,,,,,,,2,0,Completed,1.61,2.2,1.65,2.1,1.67,2.2,1.8,2.11,1.8,2.55,1.7,2.15
13,Delray Beach,Delray Beach Open,2/20/18,ATP250,Outdoor,Hard,1st Round,3,Shapovalov D.,Karlovic I.,46,78,1031,680,7,5,7,6,,,,,,,2,0,Completed,1.72,2,1.72,2,1.73,2.1,1.78,2.15,1.8,2.2,1.73,2.09
13,Delray Beach,Delray Beach Open,2/20/18,ATP250,Outdoor,Hard,1st Round,3,Youzhny M.,Sela D.,93,97,604,570,7,5,6,4,,,,,,,2,0,Completed,2.1,1.66,2,1.72,2.1,1.73,2.16,1.77,2.24,1.85,2.09,1.74
13,Delray Beach,Delray Beach Open,2/20/18,ATP250,Outdoor,Hard,1st Round,3,Fritz T.,Querrey S.,85,12,664,2595,2,6,6,3,7,6,,,,,2,1,Completed,2.5,1.5,2.4,1.5,2.5,1.53,2.63,1.54,2.73,1.57,2.56,1.51
13,Delray Beach,Delray Beach Open,2/21/18,ATP250,Outdoor,Hard,1st Round,3,Del Potro J.M.,Chardy J.,10,96,2815,580,6,2,6,4,,,,,,,2,0,Completed,1.16,5,1.15,4.75,1.17,5,1.2,5.07,1.22,5.5,1.18,4.86
13,Delray Beach,Delray Beach Open,2/21/18,ATP250,Outdoor,Hard,2nd Round,3,Donskoy E.,Young D.,76,75,694,701,7,6,6,3,,,,,,,2,0,Completed,2.1,1.66,2.1,1.65,2.1,1.73,2.2,1.75,2.38,1.77,2.14,1.71
13,Delray Beach,Delray Beach Open,2/21/18,ATP250,Outdoor,Hard,2nd Round,3,Gojowczyk P.,Isner J.,64,18,821,2205,7,6,6,7,7,6,,,,,2,1,Completed,2.37,1.53,2.35,1.53,2.5,1.53,2.54,1.58,2.67,1.6,2.47,1.54
13,Delray Beach,Delray Beach Open,2/21/18,ATP250,Outdoor,Hard,2nd Round,3,Johnson S.,Raonic M.,51,32,975,1400,6,2,6,4,,,,,,,2,0,Completed,3,1.36,2.85,1.37,3,1.4,3.27,1.39,3.27,1.44,2.97,1.4
13,Delray Beach,Delray Beach Open,2/21/18,ATP250,Outdoor,Hard,2nd Round,3,Opelka R.,Sock J.,228,8,231,2880,4,6,7,5,6,3,,,,,2,1,Completed,3.25,1.33,3.05,1.33,3.25,1.36,3.28,1.39,3.4,1.43,3.15,1.36
13,Delray Beach,Delray Beach Open,2/22/18,ATP250,Outdoor,Hard,2nd Round,3,Shapovalov D.,Donaldson J.,46,57,1031,878,6,7,6,4,6,4,,,,,2,1,Completed,1.5,2.5,1.5,2.4,1.53,2.5,1.56,2.62,1.56,2.72,1.52,2.52
13,Delray Beach,Delray Beach Open,2/22/18,ATP250,Outdoor,Hard,2nd Round,3,Fritz T.,Youzhny M.,85,93,664,604,6,1,4,6,6,3,,,,,2,1,Completed,1.5,2.5,1.5,2.4,1.53,2.37,1.58,2.54,1.61,2.69,1.54,2.49
13,Delray Beach,Delray Beach Open,2/22/18,ATP250,Outdoor,Hard,2nd Round,3,Chung H.,Skugor F.,30,303,1472,161,6,4,7,6,,,,,,,2,0,Completed,1.11,6.5,1.11,5.6,1.12,6,1.13,7.05,1.15,7.5,1.11,6.42
